name,ra,dec,dist,mag,ci,spect
HIP 169,0.535530,-68.280769,15.328,9.24,1.39,M0V
HIP 171,0.542085,27.082256,12.1699,5.8,0.69,G3V
HIP 428,1.294455,45.786567,11.2511,9.95,1.472,M2
HIP 436,1.324170,-67.83259,15.8881,8.49,1.076,K5V
HIP 439,1.348245,-37.357364,4.3399,8.56,1.462,M2V
HIP 473,1.419960,45.812081,11.3071,8.2,1.41,K2
HIP 518,1.565340,58.436733,21.4777,5.98,0.687,G5V
HIP 523,1.579230,-65.840538,16.7084,12.17,1.55,M4
HIP 544,1.653135,29.021502,13.6705,6.07,0.752,K0V
HIP 687,2.113680,17.4243,21.7486,10.73,1.46,M0
HIP 738,2.267955,-27.122139,23.4467,11.73,1.493,
Caph,2.293305,59.14978,16.7842,2.28,0.38,F2III-IV
HIP 910,2.816085,-15.467977,18.7477,4.89,0.487,F5V
HIP 950,2.933280,-35.133119,21.2766,5.24,0.459,F3/F5V
HIP 1031,3.209625,-57.912609,20.1898,7.22,0.775,K0V
HIP 1068,3.312735,69.326881,20.0361,12.49,1.4,M6
HIP 1092,3.408150,80.665782,19.5886,11.14,1.556,M0
HIP 1242,3.867045,-16.133807,4.9868,11.49,1.75,M:
HIP 1276,4.008360,-48.260852,22.7842,11.58,1.647,M5
HIP 1292,4.047900,-79.851182,17.4978,6.59,0.749,G6V
HIP 1295,4.060860,19.860459,16.3079,11.79,1.485,M:
HIP 1322,4.151940,-50.26901,22.2025,12.38,1.53,M4
HIP 1349,4.224060,-52.651149,22.5989,6.84,0.655,G2V
HIP 1368,4.276110,40.948295,15.0038,8.99,1.37,M0
HIP 1386,4.334445,29.183006,23.2019,11.54,1.505,M:
HIP 1392,4.352280,8.876517,15.186,6.66,0.589,F5
HIP 1463,4.569120,10.202782,16.3372,10.88,1.479,M0
Groombridge 34,4.592610,44.022954,3.5873,8.09,1.56,M1V
HIP 1499,4.674435,-8.053001,23.245,6.47,0.674,G0V
HIP 1532,4.773180,-9.964854,21.0837,9.9,1.318,K7V
HIP 1598,5.001795,38.227397,24.7954,6.97,0.64,G0
HIP 1599,5.012130,-64.874791,8.5866,4.23,0.576,F9V
HIP 1608,5.034885,-17.061379,23.1965,11.67,1.49,
HIP 1696,5.331675,-45.746419,17.1321,10.41,1.475,M0
HIP 1720,5.405610,-46.09261,19.305,12.21,1.537,M6
HIP 1734,5.483490,-31.406073,17.9791,11.16,1.485,M2V:
HIP 1803,5.715765,-12.209438,20.8638,6.39,0.659,G3V
HIP 1837,5.816520,-33.167525,22.168,8.74,1.075,K3/K4V
HIP 1842,5.826405,-50.893874,19.6773,11.87,1.516,M:
HIP 1860,5.877255,77.189292,19.2271,11.31,1.462,K
HIP 1936,6.107865,-27.026772,18.2249,7.92,0.94,K2V
HIP 2021,6.418740,-77.254247,7.4588,2.82,0.618,G2IV
HIP 2072,6.550740,-43.679829,23.8095,3.93,0.175,A7V
HIP 2120,6.720240,70.142417,16.4772,10.52,1.459,M0
HIP 2540,8.062680,-63.091258,24.9688,9.65,1.367,M0
HIP 2552,8.115945,67.235669,10.0654,10.27,1.52,M2.5Ve
HIP 2715,8.628045,-4.542639,22.9358,9.27,0.57,G0
HIP 2762,8.811990,-3.592846,21.254,5.2,0.567,F8V...
HIP 2941,9.335895,-24.767267,15.4012,5.57,0.715,K1V+...
HIP 3008,9.563835,52.332093,23.6967,10.48,1.424,M0
HIP 3093,9.840945,21.250472,11.0595,5.88,0.85,K0V
HIP 3143,9.994635,-44.253218,23.9866,11.41,1.476,M4
HIP 3170,10.104885,-59.454604,24.9563,5.89,0.564,G1V
HIP 3206,10.205025,40.187173,17.328,7.36,0.937,K2V
HIP 3261,10.377135,-33.62556,19.5274,10.58,1.432,
HIP 3362,10.700895,35.548784,23.3046,10.37,1.46,M1Ve+...
HIP 3418,10.887015,33.844567,20.5719,8.73,1.13,K8
HIP 3497,11.163075,-65.649522,22.0556,6.55,0.655,G3V
HIP 3535,11.270400,1.785521,21.5657,8.03,0.983,K2V
HIP 3583,11.439750,-47.551985,15.1584,5.8,0.635,G5IV
HIP 3588,11.450925,-41.909205,15.8178,7.89,1.251,K5V comp SB
HIP 3757,12.055560,-5.13548,23.7699,12.05,1.506,
96 G. Psc,12.095730,5.280615,7.4549,5.74,0.89,K2V
HIP 3810,12.244620,16.940644,23.4522,5.07,0.502,F8V...
HIP 3813,12.256785,-50.144914,21.5889,10.76,1.426,M2
Achird,12.273900,57.815187,5.9531,3.46,0.587,G0V SB
Van Maanen's Star,12.291240,5.38861,4.2626,12.37,0.554,DG
HIP 3850,12.361410,-23.212483,18.6881,7.15,0.769,G8/K0V
HIP 3876,12.441900,70.449487,21.631,7.75,0.9,K0
HIP 3909,12.531645,-10.644326,15.753,5.17,0.514,F7IV-V
HIP 3937,12.638460,24.81672,11.8455,12.01,,
HIP 3979,12.795195,-5.039278,21.5193,6.98,0.663,G0
HIP 3998,12.840630,18.739252,21.3721,9.22,1.194,K2
HIP 4012,12.870885,58.302027,18.5117,10.66,1.363,M2
HIP 4022,12.891615,-22.910065,15.6348,8.95,1.29,K5V
HIP 4148,13.254495,-30.356915,14.1723,7.15,0.936,K2V
HIP 4151,13.267665,61.12397,18.7441,4.8,0.54,F8V
HIP 4189,13.349370,-41.238478,23.9808,11.92,1.49,
HIP 4443,14.210115,-11.588835,24.7709,11.13,1.43,
HIP 4454,14.265255,69.043453,24.4499,9.12,1.025,K4V
HIP 4473,14.329410,-62.245596,19.658,9.5,1.299,K7V
HIP 4569,14.615970,-27.857032,12.3533,11.77,1.558,
HIP 4845,15.588045,-10.423863,20.3832,10.06,1.365,K7V
HIP 4849,15.602385,5.061447,21.1416,8.16,1.008,K2
HIP 4856,15.625050,71.679816,8.2366,9.98,1.501,M3.5e
HIP 4872,15.659895,62.345045,9.9602,9.56,1.463,K5V...
HIP 4927,15.808875,20.097844,16.2285,11.36,1.59,M
HIP 5027,16.100640,-25.604998,24.0038,9.78,1.194,K4/K5V
HIP 5215,16.672965,15.272798,22.1092,11.45,1.473,M3
HIP 5247,16.779360,63.941327,14.9321,9.0,1.289,K7V
HIP 5286,16.907775,22.954976,21.0526,8.41,1.122,K4V
HIP 5336,17.062155,54.92034,7.554,5.17,0.704,G5Vp
HIP 5410,17.302020,-24.689147,22.5785,12.38,1.53,M2V:
HIP 5496,17.593890,-67.444956,8.194,9.8,1.568,K
HIP 5643,18.127530,-16.998967,3.6899,12.1,1.85,M5.5Ve
HIP 5663,18.192180,-25.235578,22.6552,9.55,1.267,K4V
HIP 5799,18.600165,-7.922826,23.3863,5.14,0.448,F5V
HIP 5812,18.642315,-53.942114,16.5618,11.16,1.637,M4
HIP 5842,18.752340,-68.81891,21.645,7.22,1.0,K2V
HIP 5862,18.795645,-45.531664,15.1149,4.97,0.571,F8V
HIP 5896,18.940560,-68.875927,20.9556,4.25,0.48,F6IV
HIP 5944,19.121985,42.93942,23.1965,6.59,0.594,G0
HIP 5957,19.163880,25.331475,23.6351,10.1,1.353,K5
HIP 6005,19.314150,-35.715901,16.2127,11.31,1.51,
HIP 6008,19.315500,-13.263263,23.3754,10.8,1.447,M1
HIP 6069,19.471875,5.473939,20.4792,11.02,1.478,M2V:
HIP 6097,19.566690,-12.899836,22.1239,11.78,1.44,M
HIP 6290,20.170380,57.327911,20.0924,10.36,1.34,K6V:
HIP 6344,20.375490,80.151797,23.872,9.67,1.292,K8
HIP 6351,20.393115,-41.656403,16.7056,10.15,1.383,K5
HIP 6365,20.439240,-46.714379,22.3664,11.48,1.627,M3
HIP 6379,20.496585,76.710284,16.8095,7.17,0.826,K0
HIP 6414,20.595945,-33.21423,24.5942,10.3,1.295,
HIP 6917,22.270320,21.723166,23.7361,7.74,0.966,K2V
HIP 7170,23.109285,-21.905126,17.8635,11.16,1.492,
HIP 7235,23.315805,-24.177962,19.0512,6.97,0.766,K0V
HIP 7339,23.640240,68.948137,20.6569,6.52,0.686,G6V
HIP 7372,23.754195,-29.910333,21.6263,7.11,0.909,K3V
Titawin,24.199485,41.405459,13.4916,4.1,0.536,F8V
HIP 7554,24.336120,-49.195665,22.4871,10.39,1.416,M:
HIP 7576,24.397770,-6.760424,23.9521,7.66,0.797,G5
HIP 7646,24.624750,0.651577,20.2265,11.6,1.496,K:
HIP 7734,24.899850,45.877771,21.3721,6.6,0.69,G5IV
p Eridani,24.947535,-56.1964,7.8223,5.76,0.88,K0V
HIP 7765,24.983580,15.259358,12.1981,8.68,,K0
HIP 7918,25.445745,42.613369,12.7389,4.96,0.618,G2V
HIP 7978,25.621875,-53.740834,17.4338,5.52,0.551,F8V
HIP 7981,25.624050,20.268504,7.5324,5.24,0.836,K1V
HIP 8014,25.731870,-42.203442,23.3536,11.19,1.381,M:
HIP 8043,25.816380,27.842103,21.173,10.4,1.46,K0
HIP 8051,25.834095,4.32166,11.4129,10.93,1.525,M2V:
HIP 8070,25.920900,63.823401,13.5777,8.42,1.202,K5V
HIP 8102,26.017185,-15.93748,3.6502,3.49,0.727,G8V
HIP 8275,26.661330,12.411771,24.0211,8.91,1.044,K5
HIP 8362,26.935020,63.852501,10.0675,5.63,0.804,K0V
HIP 8382,27.016485,21.206751,20.3832,12.24,1.695,M2
HIP 8486,27.347325,-10.70356,22.5632,6.72,0.654,G0
HIP 8497,27.396270,-10.68641,23.1857,4.66,0.333,F3III
HIP 8691,27.952830,-10.803466,16.5673,11.8,1.475,M4
HIP 8709,28.012335,47.001852,15.4967,12.44,0.17,DAs
HIP 8768,28.204710,-22.434857,11.0059,8.89,1.424,K5/M0V
Mothallah,28.270440,29.578829,19.4175,3.42,0.488,F6IV
HIP 8867,28.525650,66.176195,22.5327,8.47,1.01,G5
Sheratan,28.660020,20.808035,17.9856,2.64,0.165,A5V...
HIP 9007,28.988460,-51.608896,17.8508,3.69,0.844,G5IV
HIP 9044,29.134290,-60.226638,19.9362,8.61,1.143,K5V
HIP 9236,29.691765,-61.569859,22.0119,2.86,0.29,F0V
HIP 9269,29.777520,33.20968,24.9813,7.14,0.773,G5
HIP 9291,29.847255,58.521133,12.2474,12.21,1.54,M4Ve
HIP 9724,31.270035,-17.614632,9.1424,10.19,1.514,M3
HIP 9749,31.348455,-28.069731,23.2396,10.88,1.4,K
HIP 9786,31.452510,-30.17665,9.2756,12.15,1.719,K:...
HIP 9829,31.626015,24.333993,22.7739,6.89,0.662,G2V
Hamal,31.793325,23.462423,20.1776,2.01,1.151,K2III
HIP 10072,32.400525,-14.359077,19.7316,11.78,1.517,
HIP 10138,32.605095,-50.823725,10.7828,6.12,0.812,K0V
HIP 10191,32.759325,-35.670766,20.7426,10.15,1.43,K0
HIP 10279,33.087465,3.57562,10.4145,10.04,1.431,M3V:
HIP 10337,33.300630,-21.196454,22.2866,9.84,1.346,K7V
HIP 10395,33.473115,-32.041249,12.5502,10.31,1.479,
HIP 10416,33.556545,-3.635204,22.7169,8.55,1.055,K2
HIP 10529,33.920025,67.677046,20.9205,9.91,0.461,F2
HIP 10531,33.925260,67.672283,18.5805,7.13,0.92,K2V
HIP 10542,33.942270,-18.238174,23.1481,7.94,1.033,K3V
HIP 10617,34.171380,-30.988389,14.3246,12.02,1.583,
HIP 10644,34.262865,34.224231,10.784,4.84,0.607,G0V
HIP 10688,34.391520,-53.98902,22.9305,11.48,1.446,M
HIP 10723,34.506000,1.757802,24.3546,5.6,0.588,G0.5IV
HIP 10798,34.743825,-25.945687,12.6695,6.33,0.724,G8V
HIP 10812,34.791150,-36.778083,14.0726,11.59,1.51,
HIP 11048,35.560755,47.880029,11.9403,9.4,1.466,M2
HIP 11072,35.635560,-23.816326,21.9635,5.19,0.608,G2V
HIP 11167,35.935515,49.333075,24.8016,11.06,0.303,
HIP 11439,36.876330,-30.909884,20.6186,10.89,1.449,
HIP 11452,36.941085,4.432153,17.1438,8.69,1.397,K7V:
HIP 11565,37.256955,-19.979165,19.5465,8.78,1.12,K4V
HIP 11852,38.244735,-72.687429,22.7273,8.84,1.045,K4V
HIP 11964,38.593965,-43.796352,11.6036,8.89,1.39,K7V comp SB
HIP 12097,38.972085,20.219884,13.5943,10.68,1.47,M2
HIP 12110,39.003210,-23.521326,21.2721,8.34,1.069,K3V
268 G. Cet,39.020355,6.88687,7.1803,5.79,0.918,K3V
HIP 12158,39.174000,-3.15614,24.1313,8.1,0.944,K0
HIP 12261,39.469770,-58.75308,15.0105,12.36,,
HIP 12351,39.754935,-58.187146,16.8435,9.48,1.396,M0Ve
HIP 12390,39.890970,-11.872156,21.4823,4.83,0.447,F5V
HIP 12444,40.051755,-9.452875,21.7581,5.79,0.524,F6V
HIP 12493,40.178625,1.198675,23.3046,9.51,1.185,M0
HIP 12530,40.308330,-0.695653,22.5887,5.72,0.511,F7IV
HIP 12623,40.562160,40.193944,24.1896,4.91,0.582,F9V
HIP 12653,40.638975,-50.800294,17.1674,5.4,0.561,G3IV
HIP 12703,40.811715,-54.117408,9.9671,12.16,,
Kaffaljidhma,40.825170,3.235818,24.4081,3.47,0.093,A3V
HIP 12709,40.837110,19.429244,18.8822,8.23,1.074,K5
HIP 12777,41.049510,49.228448,11.1272,4.1,0.514,F7V
HIP 12781,41.064390,25.523357,7.5098,10.55,1.53,M3.5Ve
HIP 12843,41.275725,-18.572563,14.2207,4.47,0.481,F5/F6V
HIP 12886,41.414910,44.948756,23.084,10.8,,K5V:
HIP 12929,41.571975,11.77524,16.0102,8.59,1.269,K5
Koeia,41.678625,-23.086611,23.015,10.25,1.389,M0
HIP 13081,42.038010,27.068632,24.6366,7.56,0.82,K1V
HIP 13218,42.540735,-53.13897,12.955,10.72,1.51,M
HIP 13258,42.653685,15.709914,22.7324,8.87,1.194,K5
HIP 13375,43.029225,34.389355,14.6049,9.6,1.315,K6:
HIP 13388,43.081830,-33.450636,24.4918,8.09,0.827,K1V
HIP 13389,43.089375,-63.67982,11.6455,11.36,1.549,M
HIP 13402,43.133850,-12.769714,10.352,6.05,0.862,K1V
HIP 13642,43.912665,26.873217,23.4907,7.52,0.953,K2
HIP 13772,44.311290,-24.969507,22.4669,7.33,0.863,K1/K2V
HIP 13976,45.011715,7.749752,24.3902,7.97,0.926,G5
HIP 14101,45.464145,-16.593373,9.4197,10.4,,
HIP 14150,45.608385,26.60924,20.6398,6.62,0.696,G8V
HIP 14165,45.658500,-18.166326,19.5771,11.77,1.501,
HIP 14286,46.038210,61.70583,24.2307,6.64,0.634,G4V
HIP 14445,46.611405,1.965174,14.5054,9.07,1.358,M0V
HIP 14555,46.982400,-28.219726,19.2012,10.21,,Se
HIP 14587,47.092965,-60.172548,21.7108,9.27,1.207,K5V
HIP 14589,47.102205,-24.173203,20.7082,10.86,,
HIP 14632,47.265075,49.613278,10.5407,4.05,0.595,G0V
HIP 14633,47.267175,76.041161,21.2902,9.82,1.321,M0
HIP 14669,47.378760,45.732743,15.7604,10.11,1.473,M2
HIP 14731,47.564460,5.908771,16.9147,11.82,1.5,M4V:
HIP 14754,47.629080,-68.600941,10.2396,11.39,0.025,DA
Dalim,48.018735,-28.987618,14.2369,3.8,0.543,F8V
HIP 14954,48.193485,-1.196101,22.5785,5.07,0.575,F8V
HIP 15095,48.685875,-26.446249,19.1681,9.17,1.235,K5V
HIP 15099,48.696765,8.980792,22.6501,7.83,0.861,K0
HIP 15131,48.776760,-45.664823,24.1896,6.75,0.586,G3V
HIP 15220,49.056630,58.16738,14.3864,10.53,1.43,M2
HIP 15330,49.438545,-62.575322,12.0077,5.53,0.641,G2V
HIP 15332,49.438290,25.251761,21.6029,11.84,1.46,K:
HIP 15360,49.516650,-30.403275,22.9938,11.01,1.451,
HIP 15366,49.530870,38.252072,16.5289,10.29,1.449,M1
HIP 15371,49.549635,-62.506363,12.0322,5.24,0.6,G1V
HIP 15439,49.742760,-36.392964,20.1654,11.84,1.54,
HIP 15457,49.840395,3.370198,9.1399,4.84,0.681,G5Vvar
82 G. Eri,49.979160,-43.069784,6.0434,4.26,0.711,G8V
HIP 15638,50.336025,79.967257,14.043,11.21,1.59,M2:
HIP 15673,50.478630,52.331515,23.359,9.05,0.99,K5
HIP 15771,50.815860,-49.994134,19.4818,10.24,1.386,K0
HIP 15774,50.821245,-49.991931,19.2493,8.58,1.068,K3V
HIP 15799,50.896890,-40.076389,17.4216,6.9,0.84,K0V
HIP 15844,51.026955,23.785027,19.4894,10.38,1.51,M0...
HIP 15919,51.248880,-5.363756,15.3917,7.86,1.153,K5V
HIP 15973,51.415110,-42.986676,23.2992,11.26,1.439,A5
HIP 16069,51.745695,-63.499101,16.8067,8.08,1.13,K5V
HIP 16134,51.968280,-19.804482,12.4938,8.39,1.337,K5V
HIP 16242,52.332480,-11.678367,22.0848,9.95,1.403,M0V
HIP 16245,52.343370,-62.937527,21.6826,4.71,0.41,F5IV-V
HIP 16445,52.946400,14.321593,22.8781,12.26,1.55,M3
HIP 16536,53.233050,-44.701951,10.74,11.47,1.56,
Ran,53.232720,-9.458262,3.2161,3.72,0.881,K2V
HIP 16582,53.374305,-2.542952,21.3721,8.7,0.997,K0
HIP 16711,53.753415,-48.419141,13.6073,8.57,1.31,K7V
HIP 16852,54.218265,0.401662,13.9626,4.29,0.575,F9V
HIP 17157,55.122330,-47.925148,24.4738,9.59,1.267,K7
HIP 17207,55.293840,3.611378,24.0442,9.61,1.36,Mp
HIP 17336,55.653705,17.293495,24.6609,7.07,0.659,G0
Rana,55.812090,-9.763395,9.0408,3.52,0.915,K0IV
HIP 17405,55.938525,16.667261,16.6889,10.83,1.47,M1
HIP 17414,55.968990,16.67202,17.7117,9.99,1.42,M2
HIP 17420,55.980555,-19.110899,13.9489,7.1,0.927,K2V
HIP 17439,56.038080,-38.281772,16.0282,6.99,0.87,K1V
HIP 17468,56.147310,32.167938,24.1546,9.67,0.88,A2
HIP 17496,56.213010,11.92,22.5632,9.13,1.179,K8V:
HIP 17544,56.350455,-27.862479,21.5657,8.21,1.012,K2V
HIP 17609,56.583810,26.215501,14.7493,9.61,1.437,K5
HIP 17651,56.712060,-23.249723,17.6274,4.22,0.434,F3/F5V
HIP 17666,56.758335,41.427265,21.9058,7.67,0.796,K1V
HIP 17695,56.847270,-1.972202,16.129,11.59,1.511,
HIP 17743,56.992095,2.787806,16.8464,11.05,1.495,M0V:
HIP 17749,57.003780,68.67287,17.337,9.17,1.314,K0
HIP 17750,57.005730,68.678019,23.5571,9.41,1.53,M2...
HIP 18115,58.096440,-22.882491,24.3487,11.44,1.523,
HIP 18267,58.616775,16.616053,20.429,6.81,0.719,G0
HIP 18280,58.647780,-6.826009,15.5666,9.02,1.366,M0V
HIP 18324,58.764870,61.166808,21.0128,7.84,0.831,K0V
HIP 18413,59.048685,59.641888,21.9829,6.53,0.698,G0
HIP 18450,59.151540,-41.343572,17.7588,8.85,1.214,K5V
HIP 18512,59.369595,-1.159452,15.528,8.07,1.115,K4V
HIP 18774,60.329205,76.15937,16.2496,8.2,1.132,K4V
HIP 18859,60.653100,-0.268923,18.8324,5.38,0.516,F5V
HIP 18899,60.766350,-15.152604,8.5529,10.41,,
HIP 18915,60.811545,35.273276,18.2882,8.51,0.863,K1V...
HIP 19076,61.334370,22.008905,16.9377,5.9,0.62,G5V
HIP 19165,61.645170,-20.853121,23.1214,9.7,1.206,K7
HIP 19233,61.839165,-64.222291,23.6295,6.37,0.636,G3V
HIP 19255,61.893030,38.074537,20.3832,7.13,0.865,G5
HIP 19335,62.152455,38.039733,20.9952,5.52,0.52,F7V
HIP 19337,62.155560,33.637037,13.4463,10.18,1.495,M1
HIP 19394,62.313555,-53.373698,14.9948,11.79,1.48,M
HIP 19422,62.395665,69.541392,18.7512,7.7,0.952,G5
HIP 19832,63.789720,-4.418317,20.7943,9.38,1.209,K5V
Keid,63.818055,-7.652871,4.9845,4.43,0.82,K1V
HIP 19855,63.857445,6.199651,21.0571,6.94,0.68,G5IV
HIP 19859,63.870000,6.186858,21.3311,6.32,0.57,G0IV...
HIP 19884,63.985800,-53.309808,13.0446,7.64,1.115,K5V
HIP 19893,64.006455,-51.486648,20.4625,4.26,0.312,F4III
HIP 19921,64.121070,-59.302156,18.2382,4.44,1.078,K2IV
HIP 19948,64.173645,-12.556405,21.3584,10.91,1.512,
HIP 20222,64.998585,36.486483,22.2668,11.46,1.45,M3V
HIP 20917,67.250535,21.922702,11.3921,8.3,1.363,K7V
HIP 21000,67.552425,5.298818,10.6758,9.83,0.6,F8+...
HIP 21086,67.787685,-13.514604,19.1095,11.47,,
HIP 21088,67.795020,58.977072,5.5782,10.82,1.17,
HIP 21223,68.288940,-36.946048,24.777,8.74,0.99,K4V
HIP 21284,68.505015,-43.524705,22.4165,8.81,1.106,K5V
Aldebaran,68.980155,16.509301,20.4332,0.87,1.538,K5III
HIP 21482,69.200940,27.132194,17.9662,8.1,1.104,K2
HIP 21553,69.420060,52.893614,10.1102,8.62,1.423,K8V
HIP 21556,69.424455,-11.038875,11.0988,10.34,1.505,M1
HIP 21765,70.121925,-9.196107,19.685,10.27,1.49,M0V...
HIP 21770,70.140585,-41.863752,20.1654,4.44,0.342,F2V
HIP 21818,70.328610,20.901512,13.1891,8.09,1.092,K3V
HIP 21932,70.732305,18.958171,9.2739,9.95,1.523,M2
HIP 21988,70.897635,27.6874,21.925,8.0,0.907,K5III
HIP 22122,71.411355,-50.07423,20.8638,7.58,0.875,K0V
HIP 22263,71.901195,-16.934456,13.2767,5.49,0.632,G3V
HIP 22424,72.386475,-14.789576,24.7954,10.88,1.421,K7
Tabit,72.460035,6.961276,8.0684,3.19,0.484,F6V
HIP 22451,72.468060,-35.10763,17.7462,7.49,0.901,K2V
HIP 22627,73.023855,6.476539,12.288,11.94,1.59,M4
HIP 22738,73.379775,-55.860307,11.1086,10.73,1.58,M2Ve
HIP 22762,73.458195,-17.773419,12.1183,10.9,1.547,M3
HIP 22907,73.924560,-28.563914,17.8859,8.13,1.072,K3/K4V
HIP 23140,74.690910,50.943826,19.305,10.97,1.432,M0V:
HIP 23147,74.710575,49.849285,16.3106,9.8,1.413,M2
HIP 23311,75.204165,-5.753675,8.7078,6.22,1.049,K3V
HIP 23437,75.571170,-56.080536,22.482,7.02,0.636,G5V
HIP 23452,75.618450,-21.256645,8.5771,8.31,1.43,M0V
HIP 23512,75.833715,-17.373541,9.2073,11.71,1.661,K:
HIP 23516,75.841140,-23.250248,24.8571,9.28,1.281,K5V
HIP 23518,75.847470,53.12847,13.6221,9.96,1.389,M0
HIP 23693,76.377795,-57.472704,11.6455,4.71,0.526,F7V
HIP 23708,76.447455,-57.553834,11.6591,8.98,1.386,K7V
HIP 23786,76.675890,14.446235,23.6742,7.74,0.804,K0V
HIP 23835,76.862460,18.645052,15.4345,4.91,0.657,G4V
HIP 23932,77.145960,-18.172048,9.2721,10.28,1.52,M5
Kapteyn's Star,77.912535,-45.018417,3.9114,8.86,1.543,M0V
HIP 24284,78.175890,19.66565,12.2926,10.82,1.55,M5
HIP 24472,78.783495,-7.346803,22.4517,11.54,1.52,M:
Capella,79.172250,45.997991,13.1234,0.08,0.795,M1: comp
HIP 24783,79.696650,-21.393761,19.8886,9.35,1.298,K4V
HIP 24813,79.784925,40.099051,12.631,4.69,0.63,G0V
HIP 24819,79.802745,-3.07381,15.4488,7.77,1.051,K3V
HIP 24874,79.998225,-15.839645,24.3013,8.72,1.003,K3V
HIP 25110,80.640540,79.231149,20.8855,5.08,0.506,F6V
HIP 25119,80.656215,2.603191,20.2265,7.76,0.98,K3V
HIP 25220,80.909895,17.324119,14.0845,7.93,1.104,K2
HIP 25278,81.106065,17.383534,14.3864,5.0,0.544,F8V SB
HIP 25283,81.125685,-38.969655,18.0018,9.08,1.248,K2
HIP 25421,81.561300,-32.504764,17.7715,7.7,0.946,K2/K3V
HIP 25544,81.914340,-60.415995,19.2012,6.99,0.755,G5V
HIP 25578,82.000635,9.643928,8.8106,12.48,1.653,M5
HIP 25623,82.108740,-3.499555,13.0208,7.65,1.113,K5V
HIP 25647,82.186680,-65.44857,15.1676,6.88,0.83,K1III(p)
HIP 25716,82.362585,15.577293,17.2563,10.55,1.5,M2V:
HIP 25775,82.558320,-42.697332,18.7793,9.72,1.343,M0V
HIP 25878,82.864155,-3.677229,5.6571,7.97,1.474,M1V
HIP 25953,83.061075,9.820807,12.7943,11.55,1.637,M4Ve
HIP 26016,83.273295,-1.720991,23.855,8.6,-0.1,B8
HIP 26081,83.436645,1.945398,15.9363,11.53,1.576,M2.5Ve
HIP 26335,84.129120,11.327866,11.2397,8.78,1.415,K7
HIP 26394,84.287400,-80.469122,18.315,5.65,0.6,G3IV
HIP 26505,84.550230,51.44574,20.1613,7.74,0.834,K2V
HIP 26690,85.075665,15.350331,23.2504,8.33,0.448,F0
HIP 26779,85.334730,53.481058,12.2775,6.21,0.84,K1V
HIP 26801,85.378035,53.489801,12.4378,9.78,1.473,M1
HIP 26844,85.495275,15.337223,21.3538,10.72,1.689,M0
HIP 26857,85.538490,12.489337,5.8292,11.56,1.675,M5
HIP 27072,86.115855,-22.448382,8.927,3.59,0.481,F7V
HIP 27111,86.236620,9.242081,16.3372,11.35,0.699,F8:
HIP 27188,86.450325,62.236777,13.7287,9.02,1.379,M0
HIP 27207,86.507550,37.284649,21.8531,7.34,0.833,K0V
HIP 27288,86.738925,-14.82195,21.6076,3.55,0.104,A2Vann
HIP 27321,86.821185,-51.066514,19.4401,3.85,0.171,A3V
HIP 27323,86.825865,-48.525136,20.7555,9.74,1.377,M0V
HIP 27359,86.918625,-36.328565,15.0286,10.72,1.476,M2
HIP 27435,87.145590,-4.094648,15.1768,5.97,0.639,G4V
HIP 27604,87.664635,-1.429388,9.402,9.38,0.24,F0
HIP 27803,88.251180,-5.994845,20.3128,9.7,1.321,M0V
HIP 27887,88.517790,-60.023471,12.9955,7.17,0.935,K3V
HIP 27913,88.595790,20.276174,8.6633,4.39,0.594,G0V
HIP 27922,88.625640,-19.704346,23.5682,7.51,0.7,G6V
HIP 28035,88.929960,-26.856506,14.5836,10.7,1.054,
HIP 28103,89.101230,-14.1677,14.8787,3.71,0.337,F1V
HIP 28153,89.233890,-46.931599,23.5682,10.59,1.404,M:
HIP 28267,89.589735,-4.650668,23.5516,6.99,0.72,G0
Menkalinan,89.882235,44.947433,24.8694,1.9,0.077,A2V
HIP 28368,89.907285,58.593024,13.5336,10.25,1.48,M1
HIP 28442,90.081600,-31.028713,16.3934,7.85,1.137,K3/K4V
HIP 28936,91.611285,10.748428,14.6071,9.73,0.377,F0
HIP 28954,91.668660,15.542106,15.2718,6.76,0.814,K0
HIP 29052,91.932285,-25.744864,11.3456,11.87,1.6,
HIP 29067,91.980405,67.976818,24.4678,9.75,1.25,K8
HIP 29271,92.559480,-74.753045,10.1978,5.08,0.714,G5V
HIP 29277,92.581935,82.106754,9.3729,10.48,1.514,M3
HIP 29295,92.644260,-21.864643,5.7534,8.15,1.487,M1/M2V
HIP 29316,92.728335,10.318066,10.9111,10.41,1.45,M3
HIP 29432,93.002355,6.783075,23.5018,6.85,0.642,G4V
HIP 29525,93.302085,10.627144,17.9501,6.43,0.663,G8V
HIP 29568,93.438750,-23.861938,16.7224,6.37,0.713,G5V
HIP 29650,93.712005,19.156448,20.816,5.2,0.43,F6V
HIP 29800,94.110915,12.272163,19.2493,5.04,0.431,F5IV-V
HIP 29810,94.164960,25.206061,22.3164,9.35,1.106,K2
HIP 29860,94.317240,5.100112,19.2493,5.7,0.61,G0.5Vb
HIP 30256,95.474325,-22.723337,25.0,10.76,1.44,
HIP 30314,95.628945,-60.218652,23.7812,6.53,0.614,G1V
HIP 30365,95.794890,8.907419,17.6305,11.21,,
HIP 30503,96.182895,-28.780112,21.8818,6.37,0.626,G2V
HIP 30630,96.542715,18.756904,14.7297,6.78,0.938,K0
